f_property_type,f_room_type,f_room_type2,f_neighbourhood_cleansed,f_bathrooms_text,n_accommodates,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_beds,n_days_since,d_stove,d_hdtv,d_tv,d_conditioning,d_soundsystem,d_refrigerator,d_shampoo,d_soap,d_oven,d_toiletries,d_speaker,d_fan,d_heating,d_breakfast,d_table,d_dishwasher,d_dryer,d_elevator,d_fitness,d_parking,d_garage,d_wifi,d_game,d_garden,d_gym,d_restaurant,d_bar,d_washer,d_barbeque,d_bbq,price,id,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,property_type,ln_price
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,3,99,40,0.78,30,1,1534,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110,15230962,Harlem,Manhattan,Entire home/apt,Entire apartment,4.700480365792417
Entire apartment,Entire home/apt,Entire/Apt,Lower East Side,1 bath,2,95,15,0.31,30,1,1463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,250,15234771,Lower East Side,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Private room in apartment,Private room,Private,East Village,1 shared bath,1,98,24,0.49,30,1,1475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,91,15234773,East Village,Manhattan,Private room,Private room in apartment,4.51085950651685
Private room in apartment,Private room,Private,East Harlem,1.5 shared baths,2,94,73,1.43,30,1,1526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,49,15238740,East Harlem,Manhattan,Private room,Private room in apartment,3.8918202981106265
Private room in apartment,Private room,Private,Harlem,1 bath,2,98,12,0.24,30,1,1527,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15241968,Harlem,Manhattan,Private room,Private room in apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,Harlem,3 baths,12,90,79,1.58,30,4,1496,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,350,15247747,Harlem,Manhattan,Entire home/apt,Entire apartment,5.857933154483459
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,3,100,1,0.18,30,2,168,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,189,15252724,Midtown,Manhattan,Entire home/apt,Entire apartment,5.241747015059643
Entire apartment,Entire home/apt,Entire/Apt,Flatiron District,1 bath,2,100,2,0.04,30,1,1523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,15252848,Flatiron District,Manhattan,Entire home/apt,Entire apartment,4.700480365792417
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,4,93,10,0.2,30,2,1502,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,15253883,Midtown,Manhattan,Entire home/apt,Entire apartment,5.1647859739235145
Entire apartment,Entire home/apt,Entire/Apt,SoHo,2 baths,6,97,53,1.1,30,3,1440,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,720,15260962,SoHo,Manhattan,Entire home/apt,Entire apartment,6.579251212010101
Entire apartment,Entire home/apt,Entire/Apt,Kips Bay,1 bath,3,92,5,0.11,5,1,1329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,127,15261353,Kips Bay,Manhattan,Entire home/apt,Entire apartment,4.844187086458591
Entire condominium,Entire home/apt,Entire/Apt,Midtown,1 bath,4,NA,0,NA,4,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,305,15266254,Midtown,Manhattan,Entire home/apt,Entire condominium,5.720311776607412
Entire apartment,Entire home/apt,Entire/Apt,West Village,1 bath,4,98,12,0.25,30,2,1462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,450,15268792,West Village,Manhattan,Entire home/apt,Entire apartment,6.1092475827643655
Private room in apartment,Private room,Private,Chelsea,1 bath,2,98,18,0.36,1,2,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,15282411,Chelsea,Manhattan,Private room,Private room in apartment,4.787491742782046
Entire condominium,Entire home/apt,Entire/Apt,Midtown,1 bath,2,91,9,0.2,2,1,1317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,159,15284819,Midtown,Manhattan,Entire home/apt,Entire condominium,5.0689042022202315
Private room in apartment,Private room,Private,Little Italy,1 bath,2,100,5,0.1,30,1,1482,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,15287016,Little Italy,Manhattan,Private room,Private room in apartment,4.442651256490317
Private room in apartment,Private room,Private,Morningside Heights,1 shared bath,4,90,5,0.1,30,2,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,15294943,Morningside Heights,Manhattan,Private room,Private room in apartment,4.31748811353631
Entire apartment,Entire home/apt,Entire/Apt,Gramercy,1 bath,3,88,9,0.18,30,1,1495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,15310580,Gramercy,Manhattan,Entire home/apt,Entire apartment,4.787491742782046
Private room in apartment,Private room,Private,Chelsea,1 shared bath,2,100,3,0.09,30,1,951,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,116,15323284,Chelsea,Manhattan,Private room,Private room in apartment,4.7535901911063645
Private room in apartment,Private room,Private,Upper West Side,1.5 baths,2,100,1,0.02,30,1,1525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15325891,Upper West Side,Manhattan,Private room,Private room in apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,3,99,20,0.41,30,2,1475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,250,15326243,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Private room in apartment,Private room,Private,Two Bridges,1 bath,2,99,174,3.42,30,1,1525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,15344749,Two Bridges,Manhattan,Private room,Private room in apartment,4.442651256490317
Private room in apartment,Private room,Private,East Village,1 bath,2,80,5,0.1,30,1,1482,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,15355844,East Village,Manhattan,Private room,Private room in apartment,4.787491742782046
Entire apartment,Entire home/apt,Entire/Apt,West Village,1 bath,4,100,7,0.14,30,2,1517,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15358881,West Village,Manhattan,Entire home/apt,Entire apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,Nolita,1 bath,3,98,33,0.65,90,2,1519,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,15359314,Nolita,Manhattan,Entire home/apt,Entire apartment,5.298317366548036
Private room in apartment,Private room,Private,Harlem,1 shared bath,1,100,3,0.06,30,1,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15370219,Harlem,Manhattan,Private room,Private room in apartment,4.499809670330265
Private room in apartment,Private room,Private,Upper West Side,1 private bath,2,91,77,1.69,30,5,1367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,115,15374796,Upper West Side,Manhattan,Private room,Private room in apartment,4.74493212836325
Private room in apartment,Private room,Private,Harlem,1 bath,2,93,3,0.06,30,1,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15377806,Harlem,Manhattan,Private room,Private room in apartment,4.605170185988092
Private room in apartment,Private room,Private,Lower East Side,1 bath,3,90,11,0.22,3,1,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,15394503,Lower East Side,Manhattan,Private room,Private room in apartment,4.859812404361672
Private room in apartment,Private room,Private,East Village,1 shared bath,1,91,7,0.18,30,1,1159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,70,15396328,East Village,Manhattan,Private room,Private room in apartment,4.248495242049359
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,4,99,121,2.6,30,2,1396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195,15396351,Harlem,Manhattan,Entire home/apt,Entire apartment,5.272999558563747
Private room in apartment,Private room,Private,Lower East Side,1 shared bath,2,98,167,3.42,30,1,1463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,15406357,Lower East Side,Manhattan,Private room,Private room in apartment,4.442651256490317
Private room in apartment,Private room,Private,Midtown,1 bath,2,100,1,0.02,30,1,1438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135,15411945,Midtown,Manhattan,Private room,Private room in apartment,4.90527477843843
Private room in apartment,Private room,Private,Hell's Kitchen,1 shared bath,2,98,121,2.39,31,1,1518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113,15411988,Hell's Kitchen,Manhattan,Private room,Private room in apartment,4.727387818712341
Private room in apartment,Private room,Private,Harlem,1 private bath,1,98,28,0.56,30,1,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,40,15421279,Harlem,Manhattan,Private room,Private room in apartment,3.6888794541139363
Private room in apartment,Private room,Private,Harlem,1.5 shared baths,2,100,1,0.07,30,1,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,15422352,Harlem,Manhattan,Private room,Private room in apartment,5.0106352940962555
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,4,92,18,0.4,30,3,1348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,175,15423552,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.1647859739235145
Private room in apartment,Private room,Private,Washington Heights,1 shared bath,2,95,130,2.68,30,1,1454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,71,15425744,Washington Heights,Manhattan,Private room,Private room in apartment,4.2626798770413155
Private room in apartment,Private room,Private,Greenwich Village,1 shared bath,2,93,18,0.36,30,1,1490,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,15430782,Greenwich Village,Manhattan,Private room,Private room in apartment,4.663439094112067
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,6,89,80,1.84,30,3,1300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,375,15436871,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.926926025970411
Private room in apartment,Private room,Private,Midtown,1 private bath,4,NA,0,NA,1,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,15445990,Midtown,Manhattan,Private room,Private room in apartment,3.8918202981106265
Private room in apartment,Private room,Private,Murray Hill,1 shared bath,2,94,26,0.61,1,1,1282,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,205,15447090,Murray Hill,Manhattan,Private room,Private room in apartment,5.3230099791384085
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,2,100,1,0.03,30,1,1075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,15450257,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.298317366548036
Entire condominium,Entire home/apt,Entire/Apt,East Harlem,1 bath,5,94,101,2.01,30,3,1508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,165,15462208,East Harlem,Manhattan,Entire home/apt,Entire condominium,5.10594547390058
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,2,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,15475362,Upper West Side,Manhattan,Entire home/apt,Entire apartment,4.787491742782046
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,96,117,2.33,4,2,1504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,149,15485880,East Village,Manhattan,Entire home/apt,Entire apartment,5.003946305945459
Private room in apartment,Private room,Private,West Village,2 shared baths,2,95,8,0.16,1,1,1509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,100,15494796,West Village,Manhattan,Private room,Private room in apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,East Harlem,1 bath,6,89,15,0.31,30,4,1474,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,51,15495132,East Harlem,Manhattan,Entire home/apt,Entire apartment,3.9318256327243257
Private room in apartment,Private room,Private,Upper West Side,1 shared bath,1,100,2,0.04,31,1,1512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,53,15495653,Upper West Side,Manhattan,Private room,Private room in apartment,3.970291913552122
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,2,90,10,0.25,30,2,1181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,15495897,Midtown,Manhattan,Entire home/apt,Entire apartment,4.8283137373023015
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,3,NA,0,NA,30,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,169,15496314,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.1298987149230735
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,3,NA,0,NA,30,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,169,15496616,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.1298987149230735
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,3,NA,0,NA,30,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,169,15497088,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.1298987149230735
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,2 baths,5,NA,0,NA,30,3,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,296,15497673,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.69035945432406
Entire apartment,Entire home/apt,Entire/Apt,Chinatown,1 bath,4,92,67,1.45,30,4,1387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,153,15509545,Chinatown,Manhattan,Entire home/apt,Entire apartment,5.030437921392435
Entire apartment,Entire home/apt,Entire/Apt,SoHo,1 bath,2,95,9,0.26,30,1,1034,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105,15511749,SoHo,Manhattan,Entire home/apt,Entire apartment,4.653960350157523
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,NA,1,0.02,30,1,1515,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,250,15518025,East Village,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Private room in apartment,Private room,Private,Harlem,1 shared bath,2,93,3,0.08,5,1,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,60,15519679,Harlem,Manhattan,Private room,Private room in apartment,4.0943445622221
Entire condominium,Entire home/apt,Entire/Apt,Upper West Side,1 bath,5,97,83,1.71,30,2,1459,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,345,15528972,Upper West Side,Manhattan,Entire home/apt,Entire condominium,5.84354441703136
Private room in apartment,Private room,Private,East Village,1 bath,1,NA,0,NA,30,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,15531089,East Village,Manhattan,Private room,Private room in apartment,4.248495242049359
Entire condominium,Entire home/apt,Entire/Apt,Upper East Side,1 bath,4,100,2,0.16,30,4,378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,15534578,Upper East Side,Manhattan,Entire home/apt,Entire condominium,5.298317366548036
Entire apartment,Entire home/apt,Entire/Apt,Chinatown,1 bath,2,87,43,0.86,2,1,1496,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115,15536769,Chinatown,Manhattan,Entire home/apt,Entire apartment,4.74493212836325
Entire apartment,Entire home/apt,Entire/Apt,East Harlem,1 bath,5,99,77,1.72,3,3,1341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,199,15549056,East Harlem,Manhattan,Entire home/apt,Entire apartment,5.293304824724492
Private room in apartment,Private room,Private,East Harlem,1 bath,2,100,1,0.02,30,1,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,15551245,East Harlem,Manhattan,Private room,Private room in apartment,3.871201010907891
Entire apartment,Entire home/apt,Entire/Apt,East Harlem,1 bath,2,NA,0,NA,30,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,165,15553633,East Harlem,Manhattan,Entire home/apt,Entire apartment,5.10594547390058
Entire apartment,Entire home/apt,Entire/Apt,Kips Bay,1 bath,3,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,15553994,Kips Bay,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Entire apartment,Entire home/apt,Entire/Apt,Little Italy,1 bath,3,93,3,0.07,30,1,1290,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15561421,Little Italy,Manhattan,Entire home/apt,Entire apartment,4.499809670330265
Entire apartment,Entire home/apt,Entire/Apt,Little Italy,1 bath,3,80,3,0.09,30,1,1057,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,15583957,Little Italy,Manhattan,Entire home/apt,Entire apartment,4.418840607796598
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1.5 baths,8,100,5,0.1,30,1,1489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,15611547,Upper East Side,Manhattan,Entire home/apt,Entire apartment,4.787491742782046
Entire condominium,Entire home/apt,Entire/Apt,Upper West Side,1 bath,2,96,5,0.1,30,1,1475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129,15615535,Upper West Side,Manhattan,Entire home/apt,Entire condominium,4.859812404361672
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,2,100,11,0.22,30,1,1489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,15618546,Upper West Side,Manhattan,Entire home/apt,Entire apartment,4.90527477843843
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,80,1,0.02,30,1,1495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,15633727,East Village,Manhattan,Entire home/apt,Entire apartment,4.653960350157523
Private room in apartment,Private room,Private,Harlem,2 baths,2,NA,0,NA,30,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,15646546,Harlem,Manhattan,Private room,Private room in apartment,4.0943445622221
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,5,96,9,0.21,30,4,1257,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,215,15647143,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.3706380281276624
Entire apartment,Entire home/apt,Entire/Apt,Midtown,1 bath,2,90,2,0.62,30,2,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,15659791,Midtown,Manhattan,Entire home/apt,Entire apartment,4.127134385045092
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,2,99,17,0.34,30,2,1495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,250,15663285,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,3,99,92,1.88,3,2,1465,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,249,15663513,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.517452896464707
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,2,99,30,0.78,2,1,1158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,175,15663586,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,5.1647859739235145
Private room in apartment,Private room,Private,Harlem,1 shared bath,1,94,78,1.61,2,1,1455,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,15663603,Harlem,Manhattan,Private room,Private room in apartment,3.4011973816621555
Entire apartment,Entire home/apt,Entire/Apt,Flatiron District,1 bath,4,94,23,0.46,30,2,1495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,15664037,Flatiron District,Manhattan,Entire home/apt,Entire apartment,4.795790545596741
Private room in apartment,Private room,Private,East Harlem,1 bath,2,98,8,0.16,30,1,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,15671751,East Harlem,Manhattan,Private room,Private room in apartment,4.143134726391533
Entire apartment,Entire home/apt,Entire/Apt,Greenwich Village,1 bath,4,90,10,0.2,30,1,1503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196,15675520,Greenwich Village,Manhattan,Entire home/apt,Entire apartment,5.278114659230517
Entire apartment,Entire home/apt,Entire/Apt,East Harlem,1 bath,3,NA,0,NA,30,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,170,15693558,East Harlem,Manhattan,Entire home/apt,Entire apartment,5.135798437050262
Private room in apartment,Private room,Private,East Village,1 bath,1,100,1,0.02,30,1,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,15699791,East Village,Manhattan,Private room,Private room in apartment,5.043425116919247
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,4,95,34,0.69,30,3,1475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,133,15699803,Harlem,Manhattan,Entire home/apt,Entire apartment,4.890349128221754
Entire condominium,Entire home/apt,Entire/Apt,East Village,1 bath,2,95,13,0.26,30,1,1484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,140,15703294,East Village,Manhattan,Entire home/apt,Entire condominium,4.941642422609304
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,6,94,75,1.5,2,3,1495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,317,15706724,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.75890177387728
Entire apartment,Entire home/apt,Entire/Apt,Lower East Side,1 bath,2,93,108,2.36,14,2,1372,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,180,15709537,Lower East Side,Manhattan,Entire home/apt,Entire apartment,5.19295685089021
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,4,93,85,1.72,5,5,1480,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,15715221,Harlem,Manhattan,Entire home/apt,Entire apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,2,100,5,0.11,30,1,1319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,175,15721376,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.1647859739235145
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,6,80,2,0.04,30,2,1485,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,269,15726990,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.594711379601839
